Location.ID,District,popgroup,Stratum,population
2708086,Telafar,idp,Telafar,36
2708087,Telafar,idp,Telafar,20
2708089,Telafar,idp,Telafar,40
2708090,Telafar,idp,Telafar,67
2708098,Telafar,idp,Telafar,75
2708127,Telafar,idp,Telafar,25
2709001,Tilkaef,idp,Tilkaef,15
2709003,Tilkaef,idp,Tilkaef,740
2709005,Tilkaef,idp,Tilkaef,130
2709006,Al-Shikhan,idp,Al-Shikhan,7
2709007,Sumail,idp,Sumail,6
2709008,Tilkaef,idp,Tilkaef,120
2709009,Tilkaef,idp,Tilkaef,20
2709010,Tilkaef,idp,Tilkaef,20
2709011,Tilkaef,idp,Tilkaef,320
2709014,Tilkaef,idp,Tilkaef,7
2709016,Tilkaef,idp,Tilkaef,17
2709017,Tilkaef,idp,Tilkaef,11
2709021,Tilkaef,idp,Tilkaef,70
2709022,Tilkaef,idp,Tilkaef,14
2709024,Al-Shikhan,idp,Al-Shikhan,8
2709025,Tilkaef,idp,Tilkaef,40
2709031,Tilkaef,idp,Tilkaef,56
2709032,Tilkaef,idp,Tilkaef,16
2709033,Tilkaef,idp,Tilkaef,40
2709034,Tilkaef,idp,Tilkaef,9
2709037,Tilkaef,idp,Tilkaef,10
2709038,Tilkaef,idp,Tilkaef,160
2709040,Tilkaef,idp,Tilkaef,60
2709041,Tilkaef,idp,Tilkaef,68
2709042,Tilkaef,idp,Tilkaef,15
2709045,Tilkaef,idp,Tilkaef,290
2709057,Tilkaef,idp,Tilkaef,140
2709074,Tilkaef,idp,Tilkaef,6
2802003,Al-Shirqat,idp,Al-Shirqat,10
2802007,Al-Shirqat,idp,Al-Shirqat,52
2802013,Al-Shirqat,idp,Al-Shirqat,17
2802015,Al-Shirqat,idp,Al-Shirqat,33
2802016,Al-Shirqat,idp,Al-Shirqat,37
2802017,Al-Shirqat,idp,Al-Shirqat,12
2802018,Al-Shirqat,idp,Al-Shirqat,8
2802025,Al-Shirqat,idp,Al-Shirqat,6
2802028,Al-Shirqat,idp,Al-Shirqat,31
2802034,Al-Shirqat,idp,Al-Shirqat,11
2802035,Al-Shirqat,idp,Al-Shirqat,8
2802037,Al-Shirqat,idp,Al-Shirqat,7
2802038,Al-Shirqat,idp,Al-Shirqat,6
2803010,Beygee,idp,Beygee,125
2803015,Beygee,idp,Beygee,197
2803016,Beygee,idp,Beygee,100
2803017,Beygee,idp,Beygee,210
2803018,Beygee,idp,Beygee,70
2804001,Samarra,idp,Samarra,190
2804002,Balad,idp,Balad,77
2804004,Balad,idp,Balad,100
2804005,Balad,idp,Balad,183
2804006,Balad,idp,Balad,213
2804007,Balad,idp,Balad,209
2804009,Balad,idp,Balad,187
2804010,Balad,idp,Balad,68
2804013,Balad,idp,Balad,90
2804016,Balad,idp,Balad,163
2804017,Balad,idp,Balad,45
2804022,Balad,idp,Balad,65
2805001,Balad,idp,Balad,25
2805004,Balad,idp,Balad,145
2805005,Balad,idp,Balad,105
2805010,Balad,idp,Balad,177
2805013,Balad,idp,Balad,163
2805014,Balad,idp,Balad,100
2805016,Balad,idp,Balad,180
2805018,Balad,idp,Balad,165
2805019,Balad,idp,Balad,163
2806001,Samarra,idp,Samarra,66
2806002,Samarra,idp,Samarra,166
2806003,Samarra,idp,Samarra,340
2806004,Samarra,idp,Samarra,49
2806005,Samarra,idp,Samarra,171
2806006,Samarra,idp,Samarra,9
2806008,Samarra,idp,Samarra,191
2806009,Samarra,idp,Samarra,144
2806010,Samarra,idp,Samarra,139
2806011,Samarra,idp,Samarra,175
2806012,Samarra,idp,Samarra,222
2806013,Samarra,idp,Samarra,120
2806014,Samarra,idp,Samarra,95
2806015,Samarra,idp,Samarra,122
2806016,Samarra,idp,Samarra,74
2806018,Samarra,idp,Samarra,52
2806019,Samarra,idp,Samarra,20
2806020,Samarra,idp,Samarra,33
2806021,Samarra,idp,Samarra,78
2806022,Samarra,idp,Samarra,354
2806023,Samarra,idp,Samarra,43
2806024,Samarra,idp,Samarra,350
2806025,Samarra,idp,Samarra,109
2806026,Samarra,idp,Samarra,20
2806027,Samarra,idp,Samarra,234
2806028,Samarra,idp,Samarra,48
2806029,Samarra,idp,Samarra,90
2806030,Samarra,idp,Samarra,263
2806050,Samarra,idp,Samarra,10
2806053,Samarra,idp,Samarra,34
2808001,Tikrit,idp,Tikrit,75
2808002,Tikrit,idp,Tikrit,487
2808004,Tikrit,idp,Tikrit,32
2808005,Tikrit,idp,Tikrit,62
2808007,Tikrit,idp,Tikrit,137
2808011,Tikrit,idp,Tikrit,142
2808013,Tikrit,idp,Tikrit,117
2808014,Tikrit,idp,Tikrit,207
2808015,Tikrit,idp,Tikrit,15
2808016,Tikrit,idp,Tikrit,200
2808019,Tikrit,idp,Tikrit,17
2808023,Tikrit,idp,Tikrit,115
2808025,Tikrit,idp,Tikrit,55
2808028,Tikrit,idp,Tikrit,201
2808031,Tikrit,idp,Tikrit,128
2808032,Tikrit,idp,Tikrit,38
2808034,Tikrit,idp,Tikrit,65
2808037,Tikrit,idp,Tikrit,110
2808041,Tikrit,idp,Tikrit,12
2808043,Tikrit,idp,Tikrit,18
2808044,Tikrit,idp,Tikrit,27
2808047,Tikrit,idp,Tikrit,110
2808048,Tikrit,idp,Tikrit,8
2808049,Tikrit,idp,Tikrit,28
2808050,Tikrit,idp,Tikrit,30
2808053,Tikrit,idp,Tikrit,40
2808055,Tikrit,idp,Tikrit,30
2808056,Tikrit,idp,Tikrit,75
2808057,Tikrit,idp,Tikrit,235
2808058,Tikrit,idp,Tikrit,32
2808061,Tikrit,idp,Tikrit,149
2808062,Tikrit,idp,Tikrit,204
2808063,Tikrit,idp,Tikrit,274
2808066,Tikrit,idp,Tikrit,70
2808068,Tikrit,idp,Tikrit,160
2808069,Tikrit,idp,Tikrit,40
2808071,Tikrit,idp,Tikrit,330
2808072,Tikrit,idp,Tikrit,40
2808073,Tikrit,idp,Tikrit,284
2808074,Tikrit,idp,Tikrit,28
2808075,Tikrit,idp,Tikrit,16
2808076,Tikrit,idp,Tikrit,20
2808077,Beygee,idp,Beygee,150
2808080,Tikrit,idp,Tikrit,237
2808081,Tikrit,idp,Tikrit,55
2808082,Tikrit,idp,Tikrit,12
2808084,Tikrit,idp,Tikrit,28
2808085,Tikrit,idp,Tikrit,40
2808089,Tikrit,idp,Tikrit,842
2809001,Tooz Khurmato,idp,Tooz Khurmato,130
2809004,Tooz Khurmato,idp,Tooz Khurmato,90
2809005,Tooz Khurmato,idp,Tooz Khurmato,885
2809007,Tooz Khurmato,idp,Tooz Khurmato,317
2809008,Daquq,idp,Daquq,80
2809010,Tooz Khurmato,idp,Tooz Khurmato,770
2809012,Tooz Khurmato,idp,Tooz Khurmato,750
2809015,Tooz Khurmato,idp,Tooz Khurmato,390
2809017,Tooz Khurmato,idp,Tooz Khurmato,65
2809018,Tooz Khurmato,idp,Tooz Khurmato,110
2809019,Tooz Khurmato,idp,Tooz Khurmato,90
2809020,Tooz Khurmato,idp,Tooz Khurmato,380
2809021,Tooz Khurmato,idp,Tooz Khurmato,270
2809022,Tooz Khurmato,idp,Tooz Khurmato,330
2809034,Tooz Khurmato,idp,Tooz Khurmato,70
2809037,Tooz Khurmato,idp,Tooz Khurmato,6
2809038,Tooz Khurmato,idp,Tooz Khurmato,10
2809041,Tooz Khurmato,idp,Tooz Khurmato,8
2809042,Tooz Khurmato,idp,Tooz Khurmato,18
2809044,Chamchamal,idp,Chamchamal,7
2809047,Tooz Khurmato,idp,Tooz Khurmato,6
2809049,Tooz Khurmato,idp,Tooz Khurmato,6
2809051,Chamchamal,idp,Chamchamal,7
2809053,Chamchamal,idp,Chamchamal,8
2809055,Chamchamal,idp,Chamchamal,11
2809057,Tooz Khurmato,idp,Tooz Khurmato,9
2903005,Al-Suwaira,idp,Al-Suwaira,15
2903006,Al-Suwaira,idp,Al-Suwaira,8
2903007,Al-Suwaira,idp,Al-Suwaira,34
2903009,Al-Suwaira,idp,Al-Suwaira,25
2903012,Al-Suwaira,idp,Al-Suwaira,10
2903014,Al-Suwaira,idp,Al-Suwaira,28
2903022,Al-Suwaira,idp,Al-Suwaira,7
2903026,Al-Suwaira,idp,Al-Suwaira,9
2903028,Al-Suwaira,idp,Al-Suwaira,12
2904002,Al-Suwaira,idp,Al-Suwaira,18
2904009,Al-Suwaira,idp,Al-Suwaira,8
2904010,Al-Suwaira,idp,Al-Suwaira,7
2904011,Al-Suwaira,idp,Al-Suwaira,20
2904014,Al-Suwaira,idp,Al-Suwaira,7
2904021,Al-Suwaira,idp,Al-Suwaira,14
2904022,Al-Suwaira,idp,Al-Suwaira,10
2904026,Al-Suwaira,idp,Al-Suwaira,7
2904029,Al-Suwaira,idp,Al-Suwaira,7
2904031,Al-Suwaira,idp,Al-Suwaira,15
2904035,Al-Suwaira,idp,Al-Suwaira,11
2904039,Al-Suwaira,idp,Al-Suwaira,10
2904044,Al-Suwaira,idp,Al-Suwaira,14
2904045,Al-Suwaira,idp,Al-Suwaira,7
2904046,Al-Suwaira,idp,Al-Suwaira,8
2904059,Al-Suwaira,idp,Al-Suwaira,30
2904060,Al-Suwaira,idp,Al-Suwaira,33
2904061,Al-Suwaira,idp,Al-Suwaira,13
2906001,Al-Kut,idp,Al-Kut,38
2906002,Al-Kut,idp,Al-Kut,10
2906003,Al-Kut,idp,Al-Kut,11
2906004,Al-Kut,idp,Al-Kut,55
2906005,Al-Kut,idp,Al-Kut,6
2906007,Al-Kut,idp,Al-Kut,16
2906009,Al-Kut,idp,Al-Kut,21
2906012,Al-Kut,idp,Al-Kut,32
2906014,Al-Kut,idp,Al-Kut,8
2906021,Al-Kut,idp,Al-Kut,12
2906022,Al-Kut,idp,Al-Kut,13
2906023,Al-Kut,idp,Al-Kut,63
2906025,Al-Kut,idp,Al-Kut,25
2906026,Al-Kut,idp,Al-Kut,32
2906027,Al-Kut,idp,Al-Kut,8
2906031,Al-Kut,idp,Al-Kut,9
2906032,Al-Kut,idp,Al-Kut,10
2906033,Al-Kut,idp,Al-Kut,10
2906034,Al-Kut,idp,Al-Kut,10
2906037,Al-Kut,idp,Al-Kut,8
2906038,Al-Kut,idp,Al-Kut,13
2906039,Al-Kut,idp,Al-Kut,15
2906040,Al-Kut,idp,Al-Kut,34
2906041,Al-Kut,idp,Al-Kut,40
2906042,Al-Kut,idp,Al-Kut,18
2906043,Al-Kut,idp,Al-Kut,12
2906045,Al-Kut,idp,Al-Kut,7
2906048,Al-Kut,idp,Al-Kut,23
2906050,Al-Kut,idp,Al-Kut,13
2906051,Al-Kut,idp,Al-Kut,28
2906052,Al-Kut,idp,Al-Kut,8
2906055,Al-Kut,idp,Al-Kut,25
2906056,Al-Kut,idp,Al-Kut,14
2906058,Al-Kut,idp,Al-Kut,15
2906059,Al-Kut,idp,Al-Kut,15
2906062,Al-Kut,idp,Al-Kut,20
2906064,Al-Kut,idp,Al-Kut,18
2906065,Al-Kut,idp,Al-Kut,10
2906069,Al-Kut,idp,Al-Kut,23
2906070,Al-Kut,idp,Al-Kut,23
2906071,Al-Kut,idp,Al-Kut,59
2906072,Al-Kut,idp,Al-Kut,14
2906073,Al-Kut,idp,Al-Kut,12
2906074,Al-Kut,idp,Al-Kut,14
3103023,Al-Basrah,idp,Al-Basrah,6
3105010,Al-Basrah,idp,Al-Basrah,7
3105013,Al-Basrah,idp,Al-Basrah,49
3105014,Al-Basrah,idp,Al-Basrah,6
3105025,Al-Basrah,idp,Al-Basrah,9
3105026,Al-Basrah,idp,Al-Basrah,6
3105030,Al-Basrah,idp,Al-Basrah,17
3105035,Al-Basrah,idp,Al-Basrah,6
3105036,Al-Basrah,idp,Al-Basrah,6
3105040,Al-Basrah,idp,Al-Basrah,6
3105042,Al-Basrah,idp,Al-Basrah,8
3105044,Al-Basrah,idp,Al-Basrah,11
3105046,Al-Basrah,idp,Al-Basrah,8
3105047,Al-Basrah,idp,Al-Basrah,11
3105049,Al-Basrah,idp,Al-Basrah,12
3105050,Al-Basrah,idp,Al-Basrah,11
3105052,Al-Basrah,idp,Al-Basrah,10
3105053,Al-Basrah,idp,Al-Basrah,9
3105062,Al-Basrah,idp,Al-Basrah,6
3105066,Al-Basrah,idp,Al-Basrah,7
3105068,Al-Basrah,idp,Al-Basrah,10
3105069,Al-Basrah,idp,Al-Basrah,13
3105070,Al-Basrah,idp,Al-Basrah,12
3105079,Al-Basrah,idp,Al-Basrah,6
3105084,Al-Basrah,idp,Al-Basrah,15
3105091,Al-Basrah,idp,Al-Basrah,11
3105094,Al-Basrah,idp,Al-Basrah,21
3105100,Al-Basrah,idp,Al-Basrah,7
3105109,Al-Basrah,idp,Al-Basrah,10
3105111,Al-Basrah,idp,Al-Basrah,17
3105112,Al-Basrah,idp,Al-Basrah,13
3105115,Al-Basrah,idp,Al-Basrah,10
3105123,Al-Basrah,idp,Al-Basrah,7
3105139,Al-Basrah,idp,Al-Basrah,7
3205002,Al-Kahla,idp,Al-Kahla,120
3205006,Al-Kahla,idp,Al-Kahla,13
3205010,Al-Kahla,idp,Al-Kahla,11
3205019,Al-Kahla,idp,Al-Kahla,10
3205026,Al-Kahla,idp,Al-Kahla,9
3205031,Al-Kahla,idp,Al-Kahla,6
3205039,Al-Kahla,idp,Al-Kahla,12
3205041,Al-Kahla,idp,Al-Kahla,6
3205060,Al-Kahla,idp,Al-Kahla,9
3206007,Al-Kahla,idp,Al-Kahla,10
3402004,Al-Kufa,idp,Al-Kufa,12
3402008,Al-Kufa,idp,Al-Kufa,43
3402010,Al-Kufa,idp,Al-Kufa,6
3402012,Al-Kufa,idp,Al-Kufa,8
3402016,Al-Kufa,idp,Al-Kufa,8
3402019,Al-Kufa,idp,Al-Kufa,143
3402028,Al-Najaf,idp,Al-Najaf,50
3402035,Al-Kufa,idp,Al-Kufa,9
3402037,Al-Kufa,idp,Al-Kufa,18
3402041,Al-Kufa,idp,Al-Kufa,7
3402045,Al-Najaf,idp,Al-Najaf,6
3402049,Al-Najaf,idp,Al-Najaf,10
3403003,Al-Najaf,idp,Al-Najaf,25
3403012,Al-Najaf,idp,Al-Najaf,64
3403024,Al-Najaf,idp,Al-Najaf,10
3403025,Al-Najaf,idp,Al-Najaf,17
3403027,Al-Najaf,idp,Al-Najaf,20
3403032,Al-Najaf,idp,Al-Najaf,21
3403035,Al-Kufa,idp,Al-Kufa,180
3403039,Al-Najaf,idp,Al-Najaf,65
3403045,Al-Najaf,idp,Al-Najaf,16
3403047,Al-Najaf,idp,Al-Najaf,40
3403048,Al-Najaf,idp,Al-Najaf,19
3403049,Al-Najaf,idp,Al-Najaf,20
3403052,Al-Najaf,idp,Al-Najaf,18
3403055,Al-Najaf,idp,Al-Najaf,10
3403060,Al-Najaf,idp,Al-Najaf,7
3403063,Al-Najaf,idp,Al-Najaf,6
3403064,Al-Najaf,idp,Al-Najaf,8
3403065,Al-Najaf,idp,Al-Najaf,20
3403066,Al-Najaf,idp,Al-Najaf,10
3403067,Al-Najaf,idp,Al-Najaf,27
3403070,Al-Najaf,idp,Al-Najaf,10
3403075,Al-Najaf,idp,Al-Najaf,72
3403079,Al-Najaf,idp,Al-Najaf,42
3403080,Al-Najaf,idp,Al-Najaf,90
3403081,Al-Najaf,idp,Al-Najaf,65
3403082,Al-Najaf,idp,Al-Najaf,80
3403084,Al-Najaf,idp,Al-Najaf,160
3403085,Al-Najaf,idp,Al-Najaf,48
3403086,Al-Kufa,idp,Al-Kufa,146
3403088,Al-Najaf,idp,Al-Najaf,42
3403089,Al-Najaf,idp,Al-Najaf,100
3504001,Al-Nasiriya,idp,Al-Nasiriya,7
3504002,Al-Nasiriya,idp,Al-Nasiriya,9
3504007,Al-Nasiriya,idp,Al-Nasiriya,7
3504011,Al-Nasiriya,idp,Al-Nasiriya,24
3504014,Al-Nasiriya,idp,Al-Nasiriya,7
3504015,Al-Nasiriya,idp,Al-Nasiriya,8
3504016,Al-Nasiriya,idp,Al-Nasiriya,8
3504021,Al-Nasiriya,idp,Al-Nasiriya,10
3504023,Al-Nasiriya,idp,Al-Nasiriya,11
3504024,Al-Nasiriya,idp,Al-Nasiriya,15
3504025,Al-Nasiriya,idp,Al-Nasiriya,15
3504026,Al-Nasiriya,idp,Al-Nasiriya,6
3504028,Al-Nasiriya,idp,Al-Nasiriya,14
3504029,Al-Nasiriya,idp,Al-Nasiriya,8
3504031,Al-Nasiriya,idp,Al-Nasiriya,8
3504033,Al-Nasiriya,idp,Al-Nasiriya,17
3504036,Al-Nasiriya,idp,Al-Nasiriya,12
3504041,Al-Nasiriya,idp,Al-Nasiriya,7
3504042,Al-Nasiriya,idp,Al-Nasiriya,16
3504046,Al-Nasiriya,idp,Al-Nasiriya,9
3504051,Al-Nasiriya,idp,Al-Nasiriya,6
3504054,Al-Nasiriya,idp,Al-Nasiriya,15
3603003,Al-Diwaniya,idp,Al-Diwaniya,97
3603004,Al-Diwaniya,idp,Al-Diwaniya,11
3603005,Al-Diwaniya,idp,Al-Diwaniya,20
3603006,Al-Diwaniya,idp,Al-Diwaniya,8
3603007,Al-Diwaniya,idp,Al-Diwaniya,14
3603008,Al-Diwaniya,idp,Al-Diwaniya,22
3603009,Al-Diwaniya,idp,Al-Diwaniya,14
3603010,Al-Diwaniya,idp,Al-Diwaniya,14
3603011,Al-Diwaniya,idp,Al-Diwaniya,9
3603012,Al-Diwaniya,idp,Al-Diwaniya,8
3603017,Al-Diwaniya,idp,Al-Diwaniya,10
3603022,Al-Diwaniya,idp,Al-Diwaniya,7
3603023,Al-Diwaniya,idp,Al-Diwaniya,10
3603024,Al-Diwaniya,idp,Al-Diwaniya,8
3603025,Al-Diwaniya,idp,Al-Diwaniya,13
3603027,Al-Diwaniya,idp,Al-Diwaniya,10
3603029,Al-Diwaniya,idp,Al-Diwaniya,12
3603030,Al-Diwaniya,idp,Al-Diwaniya,9
3603032,Al-Diwaniya,idp,Al-Diwaniya,7
3603033,Al-Diwaniya,idp,Al-Diwaniya,16
3603034,Al-Diwaniya,idp,Al-Diwaniya,13
3603036,Al-Diwaniya,idp,Al-Diwaniya,9
3603037,Al-Diwaniya,idp,Al-Diwaniya,10
3603038,Al-Diwaniya,idp,Al-Diwaniya,10
3603040,Al-Diwaniya,idp,Al-Diwaniya,8
3603042,Al-Diwaniya,idp,Al-Diwaniya,8
3603044,Al-Diwaniya,idp,Al-Diwaniya,17
3603047,Al-Diwaniya,idp,Al-Diwaniya,12
3603048,Al-Diwaniya,idp,Al-Diwaniya,17
3603049,Al-Diwaniya,idp,Al-Diwaniya,13
3603050,Al-Diwaniya,idp,Al-Diwaniya,20
3603051,Al-Diwaniya,idp,Al-Diwaniya,9
3603052,Al-Diwaniya,idp,Al-Diwaniya,24
3603053,Al-Diwaniya,idp,Al-Diwaniya,15
3603054,Al-Diwaniya,idp,Al-Diwaniya,26
3603055,Al-Diwaniya,idp,Al-Diwaniya,7
3603056,Al-Diwaniya,idp,Al-Diwaniya,8
3603057,Al-Diwaniya,idp,Al-Diwaniya,13
3603058,Al-Diwaniya,idp,Al-Diwaniya,6
3603059,Al-Diwaniya,idp,Al-Diwaniya,10
3603060,Al-Diwaniya,idp,Al-Diwaniya,7
3603063,Al-Diwaniya,idp,Al-Diwaniya,15
3603064,Al-Diwaniya,idp,Al-Diwaniya,20
3603066,Al-Diwaniya,idp,Al-Diwaniya,10
3603067,Al-Diwaniya,idp,Al-Diwaniya,11
3603068,Al-Diwaniya,idp,Al-Diwaniya,6
3603070,Al-Diwaniya,idp,Al-Diwaniya,9
3603073,Al-Diwaniya,idp,Al-Diwaniya,15
3603076,Al-Diwaniya,idp,Al-Diwaniya,14
3603077,Al-Diwaniya,idp,Al-Diwaniya,9
3603078,Al-Diwaniya,idp,Al-Diwaniya,13
3603079,Al-Diwaniya,idp,Al-Diwaniya,11
3603080,Al-Diwaniya,idp,Al-Diwaniya,8
3603081,Al-Diwaniya,idp,Al-Diwaniya,16
3603085,Al-Diwaniya,idp,Al-Diwaniya,23
3603087,Al-Diwaniya,idp,Al-Diwaniya,13
3603088,Al-Diwaniya,idp,Al-Diwaniya,15
3603089,Al-Diwaniya,idp,Al-Diwaniya,8
3603092,Al-Diwaniya,idp,Al-Diwaniya,6
3603093,Al-Diwaniya,idp,Al-Diwaniya,18
3603094,Al-Diwaniya,idp,Al-Diwaniya,7
1204004,Makhmour,returnee,Makhmour,1824
1204011,Makhmour,returnee,Makhmour,430
1204016,Makhmour,returnee,Makhmour,167
1204017,Makhmour,returnee,Makhmour,337
1204018,Makhmour,returnee,Makhmour,540
1204019,Makhmour,returnee,Makhmour,262
1204020,Makhmour,returnee,Makhmour,240
1204022,Makhmour,returnee,Makhmour,280
1204023,Makhmour,returnee,Makhmour,95
1204031,Makhmour,returnee,Makhmour,828
1204032,Makhmour,returnee,Makhmour,442
1204034,Al-Mosul,returnee,Al-Mosul,160
1204035,Al-Mosul,returnee,Al-Mosul,188
1204036,Al-Mosul,returnee,Al-Mosul,82
1204038,Al-Mosul,returnee,Al-Mosul,189
1204039,Makhmour,returnee,Makhmour,320
1204040,Makhmour,returnee,Makhmour,90
1204042,Makhmour,returnee,Makhmour,140
1204043,Makhmour,returnee,Makhmour,117
1204044,Makhmour,returnee,Makhmour,114
2101001,Al-Kaim,returnee,Al-Kaim,267
2101002,Al-Kaim,returnee,Al-Kaim,171
2101003,Al-Kaim,returnee,Al-Kaim,228
2101004,Al-Kaim,returnee,Al-Kaim,177
2101005,Al-Kaim,returnee,Al-Kaim,125
2101006,Al-Kaim,returnee,Al-Kaim,350
2101007,Al-Kaim,returnee,Al-Kaim,184
2101008,Al-Kaim,returnee,Al-Kaim,167
2101010,Ana,returnee,Ana,225
2101011,Al-Kaim,returnee,Al-Kaim,228
2101012,Al-Kaim,returnee,Al-Kaim,145
2101013,Al-Kaim,returnee,Al-Kaim,92
2101014,Al-Kaim,returnee,Al-Kaim,233
2101015,Al-Kaim,returnee,Al-Kaim,77
2101016,Al-Kaim,returnee,Al-Kaim,263
2101017,Al-Kaim,returnee,Al-Kaim,227
2101018,Al-Kaim,returnee,Al-Kaim,240
2101019,Al-Kaim,returnee,Al-Kaim,204
2101020,Al-Kaim,returnee,Al-Kaim,323
2101022,Al-Kaim,returnee,Al-Kaim,181
2101023,Al-Kaim,returnee,Al-Kaim,326
2101024,Al-Kaim,returnee,Al-Kaim,159
2101025,Al-Kaim,returnee,Al-Kaim,175
2101026,Al-Kaim,returnee,Al-Kaim,285
2101027,Al-Kaim,returnee,Al-Kaim,195
2101028,Al-Kaim,returnee,Al-Kaim,229
2101029,Al-Kaim,returnee,Al-Kaim,231
2101030,Al-Kaim,returnee,Al-Kaim,255
2101032,Al-Kaim,returnee,Al-Kaim,36
2101033,Al-Kaim,returnee,Al-Kaim,59
2101034,Al-Kaim,returnee,Al-Kaim,194
2101035,Al-Kaim,returnee,Al-Kaim,89
2101036,Al-Kaim,returnee,Al-Kaim,119
2102001,Al-Rutba,returnee,Al-Rutba,215
2102002,Al-Rutba,returnee,Al-Rutba,536
2102006,Al-Rutba,returnee,Al-Rutba,344
2102007,Al-Rutba,returnee,Al-Rutba,412
2102008,Al-Rutba,returnee,Al-Rutba,983
2102010,Al-Rutba,returnee,Al-Rutba,227
2102011,Al-Rutba,returnee,Al-Rutba,751
2102014,Al-Rutba,returnee,Al-Rutba,443
2102016,Al-Rutba,returnee,Al-Rutba,689
2102021,Al-Rutba,returnee,Al-Rutba,75
2103001,Ana,returnee,Ana,164
2103002,Ana,returnee,Ana,316
2103003,Ana,returnee,Ana,240
2103004,Ana,returnee,Ana,124
2103005,Ana,returnee,Ana,234
2103006,Ana,returnee,Ana,207
2103007,Ana,returnee,Ana,188
2103008,Ana,returnee,Ana,240
2103009,Ana,returnee,Ana,166
2103010,Ana,returnee,Ana,263
2103011,Ana,returnee,Ana,291
2104001,Ana,returnee,Ana,188
2104002,Ana,returnee,Ana,273
2104003,Ana,returnee,Ana,209
2104004,Ana,returnee,Ana,286
2104005,Ana,returnee,Ana,173
2104006,Ana,returnee,Ana,234
2104007,Ana,returnee,Ana,267
2104008,Ana,returnee,Ana,303
2104009,Ana,returnee,Ana,179
2105001,Al-Falluja,returnee,Al-Falluja,330
2105005,Al-Falluja,returnee,Al-Falluja,120
2105006,Al-Falluja,returnee,Al-Falluja,978
2105007,Al-Falluja,returnee,Al-Falluja,1246
2105009,Al-Falluja,returnee,Al-Falluja,2473
2105010,Al-Falluja,returnee,Al-Falluja,796
2105011,Al-Falluja,returnee,Al-Falluja,696
2105012,Al-Falluja,returnee,Al-Falluja,1539
2105013,Al-Falluja,returnee,Al-Falluja,2935
2105014,Al-Falluja,returnee,Al-Falluja,505
2105015,Al-Falluja,returnee,Al-Falluja,530
2105016,Al-Falluja,returnee,Al-Falluja,292
2105020,Al-Falluja,returnee,Al-Falluja,2769
2105021,Al-Falluja,returnee,Al-Falluja,1471
2105022,Al-Falluja,returnee,Al-Falluja,2436
2105025,Al-Falluja,returnee,Al-Falluja,200
2105026,Al-Falluja,returnee,Al-Falluja,152
2105027,Al-Falluja,returnee,Al-Falluja,831
2105028,Al-Falluja,returnee,Al-Falluja,1349
2105030,Al-Falluja,returnee,Al-Falluja,392
2105032,Al-Falluja,returnee,Al-Falluja,1603
2105033,Al-Falluja,returnee,Al-Falluja,2093
2105034,Al-Falluja,returnee,Al-Falluja,2216
2105035,Al-Falluja,returnee,Al-Falluja,210
2105036,Al-Falluja,returnee,Al-Falluja,1180
2105037,Al-Falluja,returnee,Al-Falluja,1058
2105038,Al-Falluja,returnee,Al-Falluja,1071
2105039,Al-Falluja,returnee,Al-Falluja,1674
2105042,Al-Falluja,returnee,Al-Falluja,2498
2105044,Al-Falluja,returnee,Al-Falluja,2356
2105045,Al-Falluja,returnee,Al-Falluja,2997
2105048,Al-Falluja,returnee,Al-Falluja,2146
2105049,Al-Falluja,returnee,Al-Falluja,337
2105050,Al-Falluja,returnee,Al-Falluja,1904
2105051,Al-Falluja,returnee,Al-Falluja,2106
2105052,Al-Kadhmiyah,returnee,Al-Kadhmiyah,117
2105053,Al-Falluja,returnee,Al-Falluja,2227
2105054,Al-Falluja,returnee,Al-Falluja,2769
2105055,Al-Falluja,returnee,Al-Falluja,2112
2105056,Al-Falluja,returnee,Al-Falluja,1321
2105057,Al-Falluja,returnee,Al-Falluja,2169
2105058,Al-Falluja,returnee,Al-Falluja,631
2105060,Al-Falluja,returnee,Al-Falluja,865
2105061,Al-Falluja,returnee,Al-Falluja,2094
2105063,Al-Falluja,returnee,Al-Falluja,2429
2105064,Al-Falluja,returnee,Al-Falluja,2056
2105065,Al-Falluja,returnee,Al-Falluja,1748
2105067,Al-Falluja,returnee,Al-Falluja,853
2105079,Al-Falluja,returnee,Al-Falluja,1915
2105083,Al-Falluja,returnee,Al-Falluja,3545
2105084,Al-Falluja,returnee,Al-Falluja,3660
2105085,Al-Falluja,returnee,Al-Falluja,1674
2105086,Al-Falluja,returnee,Al-Falluja,2875
2105087,Al-Falluja,returnee,Al-Falluja,721
2105088,Al-Falluja,returnee,Al-Falluja,274
2105089,Al-Falluja,returnee,Al-Falluja,799
2105090,Al-Falluja,returnee,Al-Falluja,885
2105091,Al-Falluja,returnee,Al-Falluja,398
2105092,Al-Falluja,returnee,Al-Falluja,573
2105093,Al-Falluja,returnee,Al-Falluja,1000
2105094,Al-Falluja,returnee,Al-Falluja,741
2105095,Al-Falluja,returnee,Al-Falluja,209
2105096,Al-Falluja,returnee,Al-Falluja,247
2105097,Al-Falluja,returnee,Al-Falluja,172
2105098,Al-Falluja,returnee,Al-Falluja,58
2106004,Haditha,returnee,Haditha,494
2106007,Haditha,returnee,Haditha,613
2106009,Haditha,returnee,Haditha,617
2106011,Haditha,returnee,Haditha,433
2106012,Haditha,returnee,Haditha,22
