"survey","uuid","log_date","governorate","location_id","location_name","district","ngo","ngo_name","enumerator","question.name","issue","feedback","action","changed","old.value","new.value"
"parent","041a2863-45ac-4a26-96c1-d26b7018a67e","25-07-19","al.qadissiya","cluster_location_id_0975","0975 (Hay Al Ghadir)","al.diwaniya","mcna02","ACTED",13,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","db8b1841-28e4-4d03-a949-2fb3e4bd6020","25-07-19","kirkuk","cluster_location_id_0597","0597 (Panja Ali)","kirkuk","mcna11","Mercy Corps",3,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","7b78d01d-296e-436d-a0cc-f7db4ad0010c","25-07-19","kirkuk","cluster_location_id_0591","0591 (Hay Al-Khadraa)","kirkuk","mcna11","Mercy Corps",3,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","100d67e1-a6dc-4b77-850c-59b64e3f4dd7","28-07-19","kirkuk","cluster_location_id_0586","0586 (Darwaza)","kirkuk","mcna11","Mercy Corps",1,"cluster_location_id","Wrong cluster selected, checked with gps points and other clusters interviewed that day.",NA,"change",TRUE,"cluster_location_id_0586","cluster_location_id_0605"
"parent","a3aaf89d-8351-4fb1-a497-57070071e6af","28-07-19","al.anbar","cluster_location_id_0219","0219 (Al Askaree)","al.rutba","mcna02","ACTED",13,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates and other locations assessed that day.",NA,"change",TRUE,"cluster_location_id_0219","cluster_location_id_0267"
"parent","3b2d26b9-c22e-4786-b86e-e72a01ac0267","28-07-19","al.anbar","cluster_location_id_0219","0219 (Al Askaree)","al.rutba","mcna02","ACTED",8,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates and other locations assessed that day.",NA,"change",TRUE,"cluster_location_id_0219","cluster_location_id_0267"
"parent","70869cec-5c3c-423c-98b6-53be7380da75","28-07-19","al.anbar","cluster_location_id_0204","0204 (Al Ubaydi-1)","al.kaim","mcna07","IRC",2,"calc_host","Host interviewed in district without host sample.","cannot be used","deletion",NA,"1",NA
"parent","ef29b9a7-b179-4b0d-98a0-8ef9f4ac680c","28-07-19","diyala","cluster_location_id_0521","0521 (shahidan)","kifri","mcna16","REACH Initiative",4,"calc_host","Host interviewed in district without host sample.","cannot be used","deletion",NA,"1",NA
"parent","732e9db2-7f51-4954-afbd-f84ed6497b07","28-07-19","salah.al.din","cluster_location_id_0884","0884 (Sankur)","tooz.khurmato","mcna03","COOPI",1,"calc_host","Host interviewed in district without host sample.","cannot be used","deletion",NA,"1",NA
"parent","fd65b312-8424-4def-941c-37cd25137d73","28-07-19","al.sulaymaniyah","cluster_location_id_0126","0126 (hashazini)","chamchamal","mcna16","REACH Initiative",9,"cluster_location_id","Interview held outside cluster location buffer (3km), area sparsely populated.","keep","flag",NA,"cluster_location_id_0126",NA
"parent","2b31bac2-3058-499e-a7c2-846efd3f7221","28-07-19","al.sulaymaniyah","cluster_location_id_0126","0126 (hashazini)","chamchamal","mcna16","REACH Initiative",1,"cluster_location_id","Interview held outside cluster location buffer (3km), area sparsely populated.","keep","flag",NA,"cluster_location_id_0126",NA
"parent","0e81634f-f4a0-4261-8448-582bcad36633","28-07-19","al.sulaymaniyah","cluster_location_id_0126","0126 (hashazini)","chamchamal","mcna16","REACH Initiative",1,"cluster_location_id","Interview held outside cluster location buffer (3km), area sparsely populated.","keep","flag",NA,"cluster_location_id_0126",NA
"parent","dd5c0130-90cc-4939-8ba5-039d097ff7da","28-07-19","al.sulaymaniyah","cluster_location_id_0126","0126 (hashazini)","chamchamal","mcna16","REACH Initiative",1,"cluster_location_id","Interview held outside cluster location buffer (3km), area sparsely populated.","keep","flag",NA,"cluster_location_id_0126",NA
"parent","87cbf1cb-1f61-4c26-a75a-3f7ad5a72fa8","14-08-19","diyala","cluster_location_id_0467","0467 (Nofal village)","al.muqdadiya","mcna02","ACTED",13,"cluster_location_id","IDP interviewed in Returnee location in district without IDP sample, keeping for potential later use.","Recoded to idp cluster nearby district","change",TRUE,"cluster_location_id_0467","cluster_location_id_0482"
"parent","b35f40e6-aae9-4bb3-86e0-7f652256703a","28-07-19","diyala","cluster_location_id_0521","0521 (shahidan)","kifri","mcna16","REACH Initiative",4,"cluster_location_id","Interview held outside of cluster location buffer (1.5km), it is closer to cluster 519 (very close to each other).","keep, they are so close they are interchangable","flag",NA,"cluster_location_id_0521",NA
"parent","d13331c3-1242-483a-90f0-3bd40de60fd4","28-07-19","diyala","cluster_location_id_0521","0521 (shahidan)","kifri","mcna16","REACH Initiative",4,"cluster_location_id","Interview held outside of cluster location buffer (1.5km), it is closer to cluster 519 (very close to each other).","keep, they are so close they are interchangable","flag",NA,"cluster_location_id_0521",NA
"parent","16a354cd-cdc1-41db-ac2e-c219f6ad1c47","28-07-19","diyala","cluster_location_id_0521","0521 (shahidan)","kifri","mcna16","REACH Initiative",3,"cluster_location_id","Interview held outside of cluster location buffer (1.5km), it is closer to cluster 519 (very close to each other).","keep, they are so close they are interchangable","flag",NA,"cluster_location_id_0521",NA
"parent","88d6ed22-cc00-4163-911e-ee0abfbf32f4","28-07-19","diyala","cluster_location_id_0521","0521 (shahidan)","kifri","mcna16","REACH Initiative",3,"cluster_location_id","Interview held outside of cluster location buffer (1.5km), it is closer to cluster 519 (very close to each other).","keep, they are so close they are interchangable","flag",NA,"cluster_location_id_0521",NA
"parent","d5086299-19e3-494d-aba2-46efb7ebfdd0","28-07-19","diyala","cluster_location_id_0521","0521 (shahidan)","kifri","mcna16","REACH Initiative",3,"cluster_location_id","Interview held outside of cluster location buffer (1.5km), it is closer to cluster 519 (very close to each other).","keep, they are so close they are interchangable","flag",NA,"cluster_location_id_0521",NA
"parent","e8859219-fc39-4d04-9177-dee40a5ff114","28-07-19","diyala","cluster_location_id_0521","0521 (shahidan)","kifri","mcna16","REACH Initiative",3,"cluster_location_id","Interview held outside of cluster location buffer (1.5km), it is closer to cluster 519 (very close to each other).","keep, they are so close they are interchangable","flag",NA,"cluster_location_id_0521",NA
"parent","acf45e3c-8d13-4a95-8f26-b26a0396dbe7","28-07-19","ninewa","cluster_location_id_0687","0687 (Tal Al-Rumman)","al.mosul","mcna17","REACH Iraq",16,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0687","cluster_location_id_0688"
"parent","a7ac6851-01c8-4b40-8190-f4465fce83da","28-07-19","ninewa","cluster_location_id_0687","0687 (Tal Al-Rumman)","al.mosul","mcna17","REACH Iraq",16,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0687","cluster_location_id_0688"
"parent","be854987-14e5-4162-8049-71d05dae9296","28-07-19","ninewa","cluster_location_id_0687","0687 (Tal Al-Rumman)","al.mosul","mcna17","REACH Iraq",16,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0687","cluster_location_id_0688"
"parent","1939a479-f82b-4311-b73c-ed577e35ef9e","28-07-19","ninewa","cluster_location_id_0687","0687 (Tal Al-Rumman)","al.mosul","mcna17","REACH Iraq",15,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0687","cluster_location_id_0688"
"parent","0b241be1-8dea-4116-958c-c7a1282c9632","28-07-19","ninewa","cluster_location_id_0687","0687 (Tal Al-Rumman)","al.mosul","mcna17","REACH Iraq",15,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0687","cluster_location_id_0688"
"parent","97039c76-10de-466e-8899-e635fab23844","28-07-19","ninewa","cluster_location_id_0687","0687 (Tal Al-Rumman)","al.mosul","mcna17","REACH Iraq",15,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0687","cluster_location_id_0688"
"parent","4c000c71-7b76-4f9e-924a-d4f4e1c4dca9","28-07-19","ninewa","cluster_location_id_0687","0687 (Tal Al-Rumman)","al.mosul","mcna17","REACH Iraq",15,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0687","cluster_location_id_0688"
"parent","a822102c-bf0e-4872-b0bc-8894c9a6a85c","28-07-19","salah.al.din","cluster_location_id_0872","0872 (Hay Al Dhubbat)","tikrit","mcna05","INTERSOS",2996007,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0872","cluster_location_id_0837"
"parent","a28bcf5a-3f7e-4efe-b9be-71870c0929bf","28-07-19","salah.al.din","cluster_location_id_0872","0872 (Hay Al Dhubbat)","tikrit","mcna05","INTERSOS",2996007,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0872","cluster_location_id_0837"
"parent","57512b8d-03f9-4c65-b002-7d2c2d80fcda","28-07-19","salah.al.din","cluster_location_id_0872","0872 (Hay Al Dhubbat)","tikrit","mcna05","INTERSOS",2996007,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0872","cluster_location_id_0837"
"parent","e9471e88-b36b-4263-9b68-f2dfcdeeb149","28-07-19","salah.al.din","cluster_location_id_0872","0872 (Hay Al Dhubbat)","tikrit","mcna05","INTERSOS",2996007,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0872","cluster_location_id_0837"
"parent","dacc498c-4813-4b2d-9491-8fa432420371","28-07-19","salah.al.din","cluster_location_id_0872","0872 (Hay Al Dhubbat)","tikrit","mcna05","INTERSOS",2996007,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0872","cluster_location_id_0837"
"parent","38e5ef2c-7bca-440f-81b9-cd2596838a0d","28-07-19","al.anbar","cluster_location_id_0202","0202 (Al Aubaidi Al Qadima)","al.kaim","mcna02","ACTED",13,"cluster_location_id","Wrong cluster selected, checked with gps points and other clusters interviewed that day.",NA,"change",TRUE,"cluster_location_id_0202","cluster_location_id_0270"
"parent","3e74e485-e451-4f8d-8909-c623f1b762ab","28-07-19","al.anbar","cluster_location_id_0202","0202 (Al Aubaidi Al Qadima)","al.kaim","mcna02","ACTED",16,"cluster_location_id","Wrong cluster selected, checked with gps points and other clusters interviewed that day.",NA,"change",TRUE,"cluster_location_id_0202","cluster_location_id_0270"
"parent","d1a72c39-e408-4315-896f-42300c1e5998","28-07-19","al.anbar","cluster_location_id_0202","0202 (Al Aubaidi Al Qadima)","al.kaim","mcna02","ACTED",16,"cluster_location_id","Wrong cluster selected, checked with gps points and other clusters interviewed that day.",NA,"change",TRUE,"cluster_location_id_0202","cluster_location_id_0270"
"parent","1a4681e1-1ae1-481c-89e2-78ae330ec8c1","14-08-19","diyala","cluster_location_id_0467","0467 (Nofal village)","al.muqdadiya","mcna02","ACTED",13,"cluster_location_id","IDP interviewed in Returnee location in district without IDP sample, keeping for potential later use.","Recoded to idp cluster nearby district","change",TRUE,"cluster_location_id_0467","cluster_location_id_0482"
"parent","b00523cc-636d-49a3-9bdf-518d9348d158","28-07-19","al.anbar","cluster_location_id_0247","0247 (Albu Aifan)","al.falluja","mcna02","ACTED",15,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0247","cluster_location_id_0270"
"parent","7609cae3-53ff-42f9-a99f-73f5db0ae308","28-07-19","al.anbar","cluster_location_id_0247","0247 (Albu Aifan)","al.falluja","mcna02","ACTED",16,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0247","cluster_location_id_0270"
"parent","6cde321b-4b40-4b3d-8158-f80ac31103ed","28-07-19","al.anbar","cluster_location_id_0247","0247 (Albu Aifan)","al.falluja","mcna02","ACTED",15,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0247","cluster_location_id_0270"
"parent","913494b3-2bdb-4940-986a-466d87561b99","28-07-19","al.anbar","cluster_location_id_0257","0257 (Qaryat Albu Hadid Al-Nasir)","al.falluja","mcna02","ACTED",15,"cluster_location_id","Wrong cluster selected, checked with gps points and other clusters interviewed that day.",NA,"change",TRUE,"cluster_location_id_0257","cluster_location_id_0270"
"parent","ccb92509-15f2-43fd-ba1f-e628e3e94607","14-08-19","diyala","cluster_location_id_0467","0467 (Nofal village)","al.muqdadiya","mcna02","ACTED",13,"cluster_location_id","IDP interviewed in Returnee location in district without IDP sample, keeping for potential later use.","Recoded to idp cluster nearby district","change",TRUE,"cluster_location_id_0467","cluster_location_id_0482"
"parent","1983dfef-40a4-42fe-ba83-fd4809a9cb1b","28-07-19","salah.al.din","cluster_location_id_0891","0891 (Sulayman Beg sub district center)","tooz.khurmato","mcna03","COOPI",9,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0891","cluster_location_id_0887"
"parent","fb4e16ae-9827-49ae-8c56-9dfca8b4281d","28-07-19","salah.al.din","cluster_location_id_0891","0891 (Sulayman Beg sub district center)","tooz.khurmato","mcna03","COOPI",9,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0891","cluster_location_id_0887"
"parent","ab5c4a4a-80b1-4271-86a5-06c89cd6041c","28-07-19","salah.al.din","cluster_location_id_0891","0891 (Sulayman Beg sub district center)","tooz.khurmato","mcna03","COOPI",9,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0891","cluster_location_id_0887"
"parent","01496c45-96d1-47e3-9b8d-24a00a3ca9c9","28-07-19","salah.al.din","cluster_location_id_0891","0891 (Sulayman Beg sub district center)","tooz.khurmato","mcna03","COOPI",9,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0891","cluster_location_id_0887"
"parent","839529e1-47ba-44fd-a414-4b1f4ef931fe","28-07-19","salah.al.din","cluster_location_id_0891","0891 (Sulayman Beg sub district center)","tooz.khurmato","mcna03","COOPI",9,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0891","cluster_location_id_0887"
"parent","bac1aeb2-8112-4d4b-974f-c146f243510d","28-07-19","salah.al.din","cluster_location_id_0891","0891 (Sulayman Beg sub district center)","tooz.khurmato","mcna03","COOPI",9,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0891","cluster_location_id_0887"
"parent","5a68584a-5f37-454a-88f2-20daf3b5ee6a","28-07-19","salah.al.din","cluster_location_id_0891","0891 (Sulayman Beg sub district center)","tooz.khurmato","mcna03","COOPI",9,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates.",NA,"change",TRUE,"cluster_location_id_0891","cluster_location_id_0887"
"parent","67c51194-f6d3-4e7d-8025-8999724aaa7f","28-07-19","salah.al.din","cluster_location_id_0771","0771 (Hay Al Aboor)","al.daur","mcna16","REACH Initiative",8,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates and other locations assessed that day.",NA,"change",TRUE,"cluster_location_id_0771","cluster_location_id_0780"
"parent","617cc14a-f72b-4738-8923-0edb97b55184","28-07-19","salah.al.din","cluster_location_id_0772","0772 (Hay Al Askri)","al.daur","mcna16","REACH Initiative",11,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates and other locations assessed that day.",NA,"change",TRUE,"cluster_location_id_0772","cluster_location_id_0780"
"parent","040c7a34-4d4a-483b-83c3-5c6f8ea6597a","28-07-19","ninewa","cluster_location_id_0639","0639 (Qaraqosh)","al.hamdaniya","mcna17","REACH Iraq",10,"calc_host","Host interviewed in district without host sample.","cannot be used","deletion",NA,"1",NA
"parent","2a813777-2a8c-4f7b-b206-3b2ec1bbc1dd","28-07-19","salah.al.din","cluster_location_id_0774","0774 (Hay Tal Al Banat)","al.daur","mcna16","REACH Initiative",3,"cluster_location_id","Wrong cluster selected, right cluster checked with gps coordinates and other locations assessed that day.",NA,"change",TRUE,"cluster_location_id_0774","cluster_location_id_0783"
"parent","76b54e2e-7fa8-4835-b3a5-4e03895f61eb","28-07-19","al.anbar","cluster_location_id_0260","0260 (Al-Amirya-Al Mouilha)","al.falluja","mcna02","ACTED",7,"cluster_location_id","Wrong cluster selected, checked with gps points and other clusters interviewed that day.",NA,"change",TRUE,"cluster_location_id_0260","cluster_location_id_0249"
"parent","58188408-c85d-41e6-b8f9-2021bb77b690","14-08-19","diyala","cluster_location_id_0466","0466 (Imam Talib Village)","al.muqdadiya","mcna02","ACTED",8,"cluster_location_id","IDP interviewed in Returnee location in district without IDP sample, keeping for potential later use.","Recoded to idp cluster nearby district","change",TRUE,"cluster_location_id_0466","cluster_location_id_0482"
"parent","62de614b-b627-438b-afa5-11939a0e5847","14-08-19","diyala","cluster_location_id_0466","0466 (Imam Talib Village)","al.muqdadiya","mcna02","ACTED",8,"cluster_location_id","IDP interviewed in Returnee location in district without IDP sample, keeping for potential later use.","Recoded to idp cluster nearby district","change",TRUE,"cluster_location_id_0466","cluster_location_id_0482"
"parent","f310901f-4924-426f-b48b-d331b7bb8b03","28-07-19","kirkuk","cluster_location_id_0590","0590 (Hay Al Jamia-Mahalla 622)","kirkuk","mcna11","Mercy Corps",2,"num_family_member","Number of responses in the loop is not equal to family size (after deleting error lines)",NA,"change",TRUE,"8","7"
"parent","df0bd0fa-7871-4952-bf33-d5ce9150464a","28-07-19","erbil","cluster_location_id_0114","0114 (Diana(Shahedan azady))","rawanduz","mcna16","REACH Initiative",7,"num_family_member","Number of responses in the loop is not equal to family size (after deleting error lines)",NA,"change",TRUE,"4","5"
"parent","ab70b582-3d28-4316-8662-7b44c681d9e2","28-07-19","ninewa","cluster_location_id_0656","0656 (Sheikh Milwan Village)","al.shikhan","mcna16","REACH Initiative",9,"num_family_member","Number of responses in the loop is not equal to family size (after deleting error lines)",NA,"change",TRUE,"12","11"
"parent","45cd5474-7fc0-4060-baac-21c6f6eedc93","28-07-19","ninewa","cluster_location_id_0692","0692 (Hay alsedeeq)","al.mosul","mcna17","REACH Iraq",10,"num_family_member","Number of responses in the loop is not equal to family size (after deleting error lines)",NA,"change",TRUE,"3","4"
"parent","d353ca7d-3f8b-45a0-8b75-b9b0d84ce387","28-07-19","salah.al.din","cluster_location_id_0877","0877 (Hay Garmian)","tooz.khurmato","mcna03","COOPI",2,"num_family_member","Number of responses in the loop is not equal to family size (after deleting error lines)",NA,"change",TRUE,"6","7"
"parent","eb2f062c-6654-4d5c-915d-b521ceaa10a9","28-07-19","ninewa","cluster_location_id_0639","0639 (Qaraqosh)","al.hamdaniya","mcna17","REACH Iraq",3,"num_family_member","Number of responses in the loop is not equal to family size (after deleting error lines)",NA,"change",TRUE,"7","6"
"parent","7d8969b3-45b5-4134-bfac-7937697180d2","28-07-19","erbil","cluster_location_id_0111","0111 (Khalifan(center))","rawanduz","mcna16","REACH Initiative",9,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","729af7ee-563f-4ccf-9e0c-94edb614b87b","28-07-19","erbil","cluster_location_id_0111","0111 (Khalifan(center))","rawanduz","mcna16","REACH Initiative",9,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","48a9e05f-2c1c-4291-bd54-a6d800cac0cf","28-07-19","erbil","cluster_location_id_0110","0110 (Spigra)","shaqlawa","mcna16","REACH Initiative",12,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","4a016f91-acce-46db-8616-17c28b765b80","28-07-19","al.anbar","cluster_location_id_0202","0202 (Al Aubaidi Al Qadima)","al.kaim","mcna12","NRC",2,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","10a4110e-a4f4-4d89-9ba3-7fee50d0fc7e","28-07-19","al.anbar","cluster_location_id_0205","0205 (Al Ubaydi-2)","al.kaim","mcna07","IRC",2,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","70869cec-5c3c-423c-98b6-53be7380da75","28-07-19","al.anbar","cluster_location_id_0204","0204 (Al Ubaydi-1)","al.kaim","mcna07","IRC",2,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","d33d35d9-c9fc-4744-bc7a-548f4a7b2707","28-07-19","al.anbar","cluster_location_id_0205","0205 (Al Ubaydi-2)","al.kaim","mcna12","NRC",2,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","ebd906c5-2b5c-4b45-b81c-6090488cc0d5","28-07-19","al.sulaymaniyah","cluster_location_id_0126","0126 (hashazini)","chamchamal","mcna16","REACH Initiative",9,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","b3c68b3f-9ec3-4ffc-b459-2b338e87a67b","28-07-19","salah.al.din","cluster_location_id_0781","0781 (Hay Al Qasbah)","al.shirqat","mcna16","REACH Initiative",6,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","1e121d1c-7ad4-4405-ae06-409961a3fa3c","28-07-19","salah.al.din","cluster_location_id_0781","0781 (Hay Al Qasbah)","al.shirqat","mcna16","REACH Initiative",6,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","cee11d3b-9ff8-44fa-b178-ced8226eb69a","28-07-19","salah.al.din","cluster_location_id_0781","0781 (Hay Al Qasbah)","al.shirqat","mcna16","REACH Initiative",6,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","2f5cdcae-46d4-4988-bf9d-88308f33639a","28-07-19","salah.al.din","cluster_location_id_0781","0781 (Hay Al Qasbah)","al.shirqat","mcna16","REACH Initiative",6,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","f58bd21d-9b52-4e0e-b3e3-63aee08db05b","28-07-19","salah.al.din","cluster_location_id_0781","0781 (Hay Al Qasbah)","al.shirqat","mcna16","REACH Initiative",8,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","5c150fa6-9f4a-4f37-a437-8acb208b868e","28-07-19","salah.al.din","cluster_location_id_0786","0786 (Al-Ayitha Village)","al.shirqat","mcna16","REACH Initiative",3,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","064d6e08-ca0e-47dc-b116-04c45ba756ad","28-07-19","salah.al.din","cluster_location_id_0786","0786 (Al-Ayitha Village)","al.shirqat","mcna16","REACH Initiative",3,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","fbd4e3ec-1c08-471e-9d59-d452d803435e","28-07-19","salah.al.din","cluster_location_id_0779","0779 (Baaja)","al.shirqat","mcna02","ACTED",9,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","a4fc76ef-f364-42ea-89ce-cb19c6dd9565","28-07-19","kirkuk","cluster_location_id_0590","0590 (Hay Al Jamia-Mahalla 622)","kirkuk","mcna11","Mercy Corps",4,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","1cfc928f-d58c-4941-b8e9-b74d1b75c0f7","28-07-19","erbil","cluster_location_id_0111","0111 (Khalifan(center))","rawanduz","mcna16","REACH Initiative",9,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","54d3f1ba-c1b8-4943-9348-f0f961343b83","28-07-19","erbil","cluster_location_id_0111","0111 (Khalifan(center))","rawanduz","mcna16","REACH Initiative",9,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","254791aa-15fd-4ab9-872d-d2bc97531665","28-07-19","erbil","cluster_location_id_0111","0111 (Khalifan(center))","rawanduz","mcna16","REACH Initiative",9,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","966d0d99-2208-4705-a365-848474336f40","28-07-19","ninewa","cluster_location_id_0656","0656 (Sheikh Milwan Village)","al.shikhan","mcna16","REACH Initiative",14,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","b9b33b20-bcc7-40fd-85f5-dfcb0ecf9cc7","28-07-19","ninewa","cluster_location_id_0656","0656 (Sheikh Milwan Village)","al.shikhan","mcna16","REACH Initiative",11,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","38cc2e67-922a-4cf1-a822-b6d2dfcf0a39","28-07-19","ninewa","cluster_location_id_0657","0657 (Small Rikaba Village)","al.shikhan","mcna16","REACH Initiative",11,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","e9366cf5-027c-4493-a0ab-404395799b3e","28-07-19","salah.al.din","cluster_location_id_0873","0873 (Al Auja village )","tikrit","mcna05","INTERSOS",2996003,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","f0767dba-5ef1-4a76-b8a0-5c1e1535f5e2","28-07-19","salah.al.din","cluster_location_id_0873","0873 (Al Auja village )","tikrit","mcna05","INTERSOS",2996003,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","af498d85-cadd-4c8d-98b5-f7975181d3e3","28-07-19","salah.al.din","cluster_location_id_0873","0873 (Al Auja village )","tikrit","mcna05","INTERSOS",2996003,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","c59ad7ac-06d8-4655-8147-c3a5d6f10871","28-07-19","salah.al.din","cluster_location_id_0873","0873 (Al Auja village )","tikrit","mcna05","INTERSOS",2996003,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","aa634f50-bc56-43c8-8d2e-2c532f378e92","28-07-19","salah.al.din","cluster_location_id_0854","0854 (Sadayrat Abo Ajeel)","tikrit","mcna05","INTERSOS",2996003,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","82fb25d8-98cf-4e35-94e2-fa6ffdeb7f94","28-07-19","salah.al.din","cluster_location_id_0854","0854 (Sadayrat Abo Ajeel)","tikrit","mcna05","INTERSOS",2996003,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
"parent","3c1c37f0-0eb6-4acf-afd4-846e4990d641","28-07-19","salah.al.din","cluster_location_id_0854","0854 (Sadayrat Abo Ajeel)","tikrit","mcna05","INTERSOS",2996003,"ind_level","There is not 1 Head of Household in the individual loop. There is either non or more than 1.",NA,"flag",NA,NA,NA
